komentar,label
tapi di aku malah beruntusan & muka jadi kering,Positif
dok tlng dng skincare dabe soalnya ko dia spt tak terkoreksi,Positif
brand gisel belinya di mana dok,Netral
dok coba nuvace,Positif
kan kalo brand murah kenapa banyak yg jujur yaa kalo yg mehong ya gitu lah,Positif
"alhamdulillah udah beli , diapprv",Positif
dok coba mosterizer skintifik yg dark spot,Positif
dok riview ls skincare katanya new formula trs beneran udah ga mengandung merkuri sama hidroakuuinon,Positif
"harga murah tapi gak overclaim,,",Positif
"gisel pasti ga tantrum ini,hehe",Positif
glowsicha dok night sm day cream,Positif
maaf dok coba moisturizer yessica,Positif
aaku juga pake itu... alhamdulillah approve doktif,Positif
dok skincare adleeva dong,Positif
rieveew day cream camille beautyy doktiff,Positif
moisturizer cleora doktif,Positif
chalones gimana dok,Positif
"alhamdulillah,aku pake,meski kulitku berminyak,tapi hasilnya bagus mencerahkan,meski hasilnya ga cepet,tapi gapapa lah,yang penting aman dan ramah dikantong",Positif
dok coba cream dari jestham,Positif
"dok cream malam nya beauty rossa dong , pliss",Positif
kalo shinzui gimana aman kah?,Positif
"dok,tolobg rekomenin dong skincare buat bumil busui",Positif
aku pakek sunscreen nya finish nya bener2 glowingggg,Positif
coba cek skinice power serum niacinemade 10% + traniamix acid. pake itu cocok banget abis 1 botol bekas jerawat ama kerutan memudar,Positif
dok coba paket skincare wsc premium dong,Positif
dok coba review briliant dong,Positif
dok review sk ii,Positif
pas bngt lgi nyoba pake ini tb tb aja lewat,Positif
ini produknya bagus banged,Positif
tolong rivew berry joy dok....,Positif
sejak ada toktif brand2 skincare pada ga berani macem2,Positif
dok scora approve ga dok,Positif
gloglowing,Netral
dok glow sica,Positif
mang bagus banget aku aj pake muka ku jdi glowing,Netral
dok coba bamboo charcoal msi ulive beauty,Positif
mois hanasui gmn dok,Positif
serum everwhite aman ga dok buat busui aku mau pakai takut tapi udah cocok pakai itu,Positif
dok coba k joel,Positif
"assalamu'alaikum,, bu dokter,, boleh minta tolong review olay",Positif
"aku baru pake seminggu bagus banget loh aku bukan buzzer ya tapi ini real di aku, cuma aku pakenya malem aja kayak di jadiin krim malem gitu",Positif
"dokter inoskin dok
 aku baru pake inoskin pengen tau",Positif
kalau moisturizer fair and lovly aman ngga,Positif
dok coba review reglow dr. sindy,Positif
apporoveeeeeeee,Positif
"doktif,klu glycore 10 cream yg dijual diapotik aman ga dok?apa ada kandungan hydro soalnya cepet banget bikin cerah???",Positif
dok sindynal donk plis,Positif
"dok,, kalo copper peptide dok",Positif
moist ginza yg txa dok..pliss,Positif
by zoe,Netral
doktif skincare merk cntk aman gak si,Positif
dorskin dongg,Positif
dok tolong review skin nice yang ijo dok,Positif
dok rde glow rinadianazella,Positif
"madame gie kalaupun overclaim juga gapapa, harganya murah. paling buang waktu aja karena ga ada efeknya dikulit, tapi ternyata sesuai",Positif
dan kalau udah cocok lanjutin. ga dipaksa beli ya buzzer. kalo lu punya duit ya beli. kalo ngga ya gigit jari aja sambil fitnah2,Positif
aku pke cream temulawak dah 4 thn alhmdulilah gak kenapaa napa.kta nya kan gak bgus tapi bagus,Positif
dapet endors guys jualan laris,Negatif
dok tuh si abu2 bikin vt kata nya doktif penggiringan opini untuk menjelekan produk nya si abu2,Netral
semangat dokter cantik,Positif
dok moisturizer yng bisa buat ngilngin bintik-bintik hitam kaya tahi lalat apa ya dok,Positif
doktif coba artha sama amorgia,Positif
hanasui udah di uji sm doktif?,Positif
boleh gak sih usul...yg di publish itu yg tidak sesuai saja. kalo sudah sesuai terkesan ngiklan gt...,Negatif
suka banget beli madame gie udah murah bnyak bonusnya,Positif
produk kjoel dok,Positif
aku cocok alhmdulillah mana murce,Positif
coba reviu prodak chalonese dok,Positif
"doktif, itu yg udah di uji ada kemungakinan formulasinya dirubah ga sih, jadi mentang2 udah approve ama doktf sama owner nakal di kurangin kandungannya.",Netral
aku pake loh. benar-benar bkin cerah+ sunscreennya juga. mantul pake apapun asal rutin pasti ada hasilnya,Positif
makasi doktif,Positif
dokter tlng review produk ya kk,Positif
coba moisturizer glad2glow dokk,Positif
drw skincare yg pink dok tolong balas pakai vt,Positif
"baru order trus liat ini bikin deg""an, alhamdulillah nya oke"" aja",Positif
cream kezia yg merah by bunda ashanty dok,Positif
dabe donk,Positif
yeayyy giselle emang kwereeen produk nya di review doktifff,Positif
dok tolong review produk skincare vierra dong.,Positif
alhamdulah barusan beli semoga cocok mana harganya murah lagi makasih doktif,Positif
dok please drw dong aku baru pakai nih,Positif
dokter tolong review produk lavees,Positif
pernah beli mumer banget,Positif
dok tolong review produk y.o.u,Positif
"doktif tolong riview moisturizer g2g dong
 soalnya aku sering pakai",Positif
dok please toner glowing yang kuning harga murah katanya bagus ga,Positif
"dok review dong produk fav beauty dok,sama audaha itu temen ku banyak banget yang pakek itu",Positif
jestham kak,Positif
alhamdulillah aman..sekarang aku pakai ini soalnya️,Positif
mantapp,Netral
dok coba lemeila,Positif
primernya madam gie jg bagus...,Netral
shoface plisss dok,Positif
camille dok,Positif
dok review produk skin nice yg moist dong dok soalnya kok murah buanget..,Positif
cba zeluxe donk dok please dok,Positif
makasih dok aku sangat teredukasi,Positif
dok caba review sabun dan lotion akiofit,Positif
eiem dok,Positif
dok kalo skincare seruni gimana ?,Positif
dokk skincare nyyo,Positif
"kukira produk murah itu yg ga jelas kandungannya... beli yg mahal eh overclaim... hah
 emg adanya doktif ini penting banget buat edukasi mana yg overclaim mana yg sesuai claim... makasih banyak dok",Positif
2%bha salicylic acid acne treatment dok,Positif
"aku pake ini jg hehehehehe, cocok soalnya",Netral
alhmdllh aku br mau xoba kemarin cekout smg cocok,Netral
otw beli,Netral
"dok review bmg,",Positif
"aku pake, emg cerahan",Positif
kalo produk gmeelan tu dok,Positif
dok nezma sudah belum?,Positif
dok aku juga makai dan cerahan di aku,Positif
cusss lah beli,Netral
"dok, coba adlevaa , skrng lagi viral tuh dok",Positif
"dok,,coba riview pigeon yang sunscreen nyaa,,,dongg",Positif
serum implora dong dok,Positif
"aku cocok pake madam g ini, muka makin cerah,",Netral
dok riview nu face dong,Positif
dok retinol hanasui dong,Positif
dok tolong bantu saya 50 ribu saja buat beli beras untuk berbuka dan susu anak saya hp saya udah rusak ga laku di jual,Positif
dok coba mineral boatanica yang fesel foom nyh,Positif
daskinshe moisturixzing,Positif
dok coba sp thailand,Positif
dok riview moisturizer nice 7 dokk kok dia murah sihh,Positif
dok..kalau masih punya flek hitam tapi ingin cerah jg bgamana dok...apa hilangakan flek dlu baru pakai pencerah,Positif
moisturizer hada labo dok,Positif
"simple sih, kalo produk yg bener pasti di sayang doktif..
 yekan dok",Positif
aku juga pkk ini di combo sma serum viva glowing white beeh ampuhh . bekas jerawat hilang trs agak cerahan jugaa,Netral
"dok, coba moisturizer pigeon bright heroes
 dong dok",Positif
"dok cobak body lotion
 sparkle white boost",Positif
natasha aman kah doktif?,Positif
dok tlong review byzoe,Positif
produknya artha ldt dong doktif soalnya cocok banget,Positif
"doktif, skincare yg aman buat bumil yang mana dok?",Positif
dok gloglowing kapan d riview,Positif
dok coba glad2glow di cek lab,Positif
dok minta tolong coba moisturizer,Positif
dok...produk you radiance up yg orange dong dok,Positif
"dok, coba melia skincare",Positif
dok coba produk lamoi,Positif
jujur nanya itu apa ya nama skincare yg dinpegang doktif....pengen beli,Positif
semenjak ada doktif kita bisa tau cream2 apa aja yang harus kita pake dan aman jadi aku tidak perlu bingung lagi trimakasih dok,Positif
daviena dok plis,Positif
doktif meco pearlcream dok,Positif
eminaa dokk gimanaa,Positif
suncreen dari medikacare dong dok,Positif
dok medikacare dong untuk bumil,Positif
dok riview dong,Positif
"dok coba maxie dong, soalnya aku pakek maxie",Positif
"dok,coba dong bikinin top fash wash yang sesuai sama jenis kulit dok,soalnya suka bngung mau milih fw",Positif
riview acnes dok,Positif
"gess butuh bangettt komen kalian, make up/ skincare dari yootiger bagus ga si???",Netral
dok vrodok childem dong,Positif
level up doktif,Positif
dokter coba review moisturizer pigeon teens dong,Positif
"dok, coba viva pro-age advance",Positif
"dok, coba moisturizer skin nice 7×ceramaid",Positif
"dok, coba secora dok",Positif
udah basi cream tarim udah huru hara ketauan dari sebulan/2bln lalu. pas dia lagi getol”nya nyerang ss,Negatif
"orang edukasi malah disuruh taubat, siapa lagi kalo bukan netizen indo",Netral
yaallahhhh aku udah habissssss 6 pot,Netral
kalo belinya langsung d tarim apakh produk yang sama atau beda dgn yg d review??,Netral
"demi allah bukan buzzer,produknya bener”real dokter,harga murah,mukaku ada hasilnya,aku beli 1 jutaan,punya drl bener”ga ada hasil",Netral
ngapain lagi ni batman,Negatif
"ya allah mana sudah make dari thn depan , pantas setiap treatment detoks hasilnya selalu abu-abu",Positif
"yg bilang julid julid, please dehh agak pinter dikit bedakan edukasi dan julid. hadeehhh...",Netral
puasa dok. jngn sllu gibah.,Negatif
sama dok aku udah kena dermatitis ada bukti nya ada di vt akuu,Positif
"dok setelah saya berhenti pake krim itu, gampamg jerawatan.. ya allah kenapa setelat ini tahunya 
 dok harus pake skincare apa biar nnti gak banyak muncul jerawat parah.. please bantu saya dok",Positif
"kenapa tho bu, sampeyan kok seperti ini, harus nya kalo mau baik datangi penjualnya terus diberikan edukasi, bukan seperti ini caranya bu",Negatif
saya kira riview2 scincare untuk kepentingan konsumen ternyata ada udang di balik gorengan,Negatif
skrg muji2 bpom,Negatif
bayak bicara kau ni,Negatif
"bpom dr dulu sudah gercep, tapi tdk di huru hara kayak skrg",Netral
terimakasih banyak doktif,Positif
mau puasa bersihkan hati dok,Negatif
"di atas 3% berarti cuma 4%, lebih parah sindi samuel",Positif
"gak mau lgs percaya, emgnya bener apa yg dy blg spt itu?",Negatif
"yeee udaaah di review.... bagaiman doook, kalau udah pakai bahan hydroakuuinooonnituuuu.... yassalam udah 2 wadah, yg terakhir masii 1/4 isiin... takuut iih ngefeek ke kulit kuuh hasilnya saya stop full",Positif
kenapa gak bpom aja sih yg umumin,Netral
salfok sama prodak canbe handsome dibelakang,Netral
dok tetap semangat ya,Positif
udahan dok resiko nya berat lebih baik d laporin k bpom yg berwenang,Positif
overclaim dalam skincare bisa menyesatkan konsumen dan melanggar regulations. edukasi publik tetap penting agar tidak ada lagi yang tertipu.,Positif
haku itu apa? trus bahayanya min. di angaka berapa? bingung,Netral
dok gmn tanggapan pertamax overclaim? approve ga?,Positif
"cream tabita dok, banyak beredar di kalimantan",Positif
"nah harus y gini dok..review2 aj,edukasi masyarakat agar bijak dlm mbeli skincare.",Positif
"kasian sekali banyk yg hujat kamu dok ,tapi semangat dok jangan menyerah untuk ngasih tau produk yg gak aman",Positif
"yg prduli sama kulit sih setuju ama ini dokter tapi kalo cuma mau cuan pasti bnyk julid, contohnya koment2 d sini yah! lol",Positif
semangat dok terus bantu orang yg membutuhkan,Positif
"serem banget udah jutaan terjual, ternyata ada haku nya",Netral
banyak banget buzzer disini dok... aku tetap padamu dok,Positif
dok makin cantik aja,Positif
yg bpom murah bagus juga banyakkk,Netral
"overclaim=beli pertamax eh isinya pertalite masih mendinglah beda 2000-3000 perliternya, produk overclaim bisa ratusan ribu per pcs, pinter dikit ya neti",Netral
"dok kenapa ya kalo mafia overclaim pertamax udah pda jd tersangaka, tapi overclaim skincare lma banget prosesnya, bukankah itu sama2 overclaim dn ngerugiin org tapi kok keliatannya yg skincare mlh bnyk yg bela",Positif
"gr” ada masalah sm jualan terus, skrng review lagi biar kesannya edukatif",Negatif
saya semenjak dokter ika edukasi merkuncrit jadi udah tau hafal,Positif
"pertama dok, sehat selalu dokter cantik, smeoga selalu dalam lindungan allah. aamiin",Positif
"nah harusnya gini dok, review skincare yg berbahaya.. benar2 ngebantu masyarakat. jangan ghibah2 lagi y dok apalagi julid2. biar tetap terjaga marwah nya profesi dokter.",Positif
"intinya boleh jualan asal jujur, gak nipu,harga sesuai kualitas, jgn memperkaya diri dgn cara dagang nipu orang",Positif
"dok sehat"" terus ya",Positif
"sehat sllu ya dok,semoga sllu dalam lindungan allah swt.",Positif
"sehat sllu ya dok,semoga sllu dalam lindungan allah swt.",Positif
penting banget hati-hati dengan produk skincare yang nggak jelas!,Positif
dok skincare tmco,Positif
justru terimakasih sama doktif,Positif
"pantes cepet putih, ternyata berbahaya",Netral
keren bpom.... kerja sama yg baik ya dokkkk....,Positif
menyala terus dokter! bangga banget,Positif
makasih dok berkat dokter tercerahkan dunia perskincare an,Positif
"yaah gitu aja dok khan bagus ngak huru hara,",Positif
dulu kalo ntn tipi kynya ada udah judulnya investigasi gitu itu ky ngasi tau cr bikin ini itu yg ilegal.. adakan yah..? jd tau ooo bikin ini itu ato product ini itu dr bla bla.. nah akhirnya lbh bijak,Netral
"temen ku pondok udah aku bilangin untuk stop eh malah ngeyel mana bilang semua skinkare pemutih pasti ada mercuri gak mungakin kalau gak ada""",Netral
dokter harus sehat selalu yaaa,Positif
"semangatnya orang baik
 ga mudah banget jadi orang baik",Positif
semangat dok,Positif
"aku nggak pernah beli yang mahal² cukup bedak wardah doang, soal sensitif",Positif
kalo vt doktiv gak approve pasti udah kelitan dari awal mukany doktiv udah gak bershabat semngat doktiv,Positif
kalo celak tarim gimana dok?,Positif
"dok, tolong review kitoderm dan immortal",Positif
"kalian beli pertamax yg mahal skrg marah"" kan pas tau kalo pertamax cm pertalite. padahal itu cmn buat kendaraan kalian aja. apalagi skincare yg buat muka/badan kalian?",Positif
nah gini aja dok review yg memang jelas melanggar ketentuan bpom .,Positif
"dok yg udah terlanjur make gmn dok, untuk nyembuhin dermatitis nya",Positif
"setelah ini, pasti banyak banget yg ga terima kalo produknya berbahaya",Netral
aaaaaa pen nagisss padahal baru aja aku pake 3 hari malah aku beli 2pot lagi,Netral
dok ada loh tetangga tmen sy jualan skincare abal abal dg merek terkenal cuma isinya dia oplos tapi penjualanya meledak banget ksihan yg jualan jujur,Netral
doktif naes cantik jelita bidadari tanpa sayap sehat selalu bunda,Positif
makasih yaaa dokkk barakallah,Positif
"terimakasih dokk yg bak hati ,,",Positif
semangat dok...,Positif
"sehat sllu ya dok semoga sllu dalam
 lindungan tuhan yg maha esa",Positif
"dok kenapa ya kalo yg overcl4im pertmax udah pda jd tersgaka, tapi overcl4im skincare lma banget prosesnya, bukankah itu sama2 overcl4im dn ngerugiin org tapi kok keliatannya yg skincare mlh bnyk yg bela",Positif
"tambah seger aja mukanya dok, sehat selalu",Positif
nah kalo ginikan adem dokgod bless you,Positif
gak pernah semuak ini pada dokter,Negatif
coba rev oshinbeauty,Positif
"gausah dengerin netizen dokkkk , semangat review skincare terus ya sehat sehat fokus ke review skincare",Positif
"padahal ini bagus. biar orang "" ga salah pakai produk tapi kenapa banyak yg ga suka? apa kalian salah satu dari pelaku penjualan produk yg jelas"" berbahaya?",Positif
dokk.. sorry nimbrung.. banyak buzzer.. semangat y dok.? kebenaran akan selalu menang..,Positif
"kayaknya lagi musim over claim ya. nggak skincare, nggak bbm",Positif
maju terus dok ..,Positif
"kl embel-embel berkah, pasti laku",Netral
"jangan bosan menjadi orang baik,jujur",Positif
semangattt dan sehat selalu,Positif
ttapi semangat dok utk reviw krn dgn adanya edukasi begini masyarakat jadi paham,Positif
fokus canbe handsome yang di blakang,Netral
"maju terus dok, bersih kan negri ini dari hal2 yg merugikan masyarakat, ayo para penjual tingakat kan kualitas pasti nya dengan kejujuran. perbaiki kualitas ..",Positif
"dok, spill besic skincare yang aman untuk bumil.",Positif
dokter tolong riviu skinker viera,Positif
"pliss dok, aku udah pernah pake, tapi ditanggan jdinya tanganku sekarang gatel"" dan lumayan parah",Positif
dokter sudah pernah review suv skincare blm?,Positif
"wih salfok banget sama yg di belakang, ada canbe handsome",Netral
"salfok background, produk canbe handsome",Netral
dok fw jf sulfur dok,Positif
dok..riview kezia skincare,Positif
dok tolong cek skincare animate,Positif
dok coba review skincare animate soalnya murah dan bikin cepat putih katanya,Positif
tapi aku pakai itu bagus banget kak kulit aku lebih lembab,Netral
serius dokter sebaik ini dijulid'in?,Positif
"dokk, riview unitary sunscreen untuk kulit oily skin domgg",Positif
cek nalpamara dok,Positif
"dokter coba review facial wash mineral botanicaa,,,",Positif
thanks dok penjelasannya...kita perempuan/mak2 udah makin pintar sekarang..,Positif
"gimana indonesia mau maju, dikasih edukasi pake cara emak² komplek biar gampang dipahami malah disuruh tobat + dikatain. hadeuh..",Positif
dok kjoel skincare udah aman blm ya??,Positif
dokter tlg baca tlg review yang suv skincare dok,Positif
dok tlg reviuw serum ginseng dok..,Positif
dok review produk glowsophy dongg,Positif
chalones aman gak ya dok?,Positif
sudah review setting spray pramy kah dok???,Positif
dok nitip review brand skincare zeluxe dok,Positif
coba donk dotif skrng banyak banget yg jualan hb ra ikan gituh,Positif
dok skin nice,Positif
"overclam itu sama aja kaya dioplos guys, kaya khasus pertamax noh, beda nya overclam itu bahasa kerennya pudahl intinya sama aja oplosannnn!!",Positif
dok review produk ella sm tjefuk donk semogah di baca,Positif
dok cek akuelsea aman atau tidak dok,Positif
dok riview yuk glow white dosis,Positif
"bravo dokif,semangat terus.reviu terus crem yg abal2.demi masindo",Positif
dok tolong review morlab,Positif
lf beauty dok hb,Positif
izin save and share dok,Netral
dok sabun nalpamara,Positif
dok review facial wash buat oily sama berjerawat,Positif
tolong refyu cream yessica bisa gak dok,Positif
"kalo bisa bukan hanya skincare dok, suplement2 palsu juga",Positif
"dok aku pake nesbeauty, aman gak dok",Positif
smgggttt doookkkk,Positif
"dok tolong reviu wardah kristal sikret muis turezer yg putih, yg untuk flek tolong dok",Positif
beuaty of joeson gimana yaa ?? soalnya sama ga ada no bpom nya,Positif
keren dokter,Positif
suksessssss dokter,Positif
"buzer""ny ngeri kykny butuh pecerahan deh bhwa haku itu bisa brdmpk ngatif",Netral
"nah kalo kayagini aku suka fokus ke skincare bukan menyerang pribadi,,, tonjolkan skill dan keahliannya yah,,",Positif
"betol dok,saling mengingatkan..
 jangan sampai kita kenak tipu,muka hancur
 makasih dok",Positif
dok skincare layna dok,Positif
trimakasih dok tentang edukasi,Positif
review butter rsd dok,Positif
makasih dok,Positif
semangat dok,Positif
makasih dok sdah sangat membantu saya semangat terus dok,Positif
dok originote apa bener overclaim?,Netral
video kek gini malah di aku ada iklan krim itu,Netral
dok review lacera dokkk,Positif
dok sekarang krim arusa nya udah ada ingredient nya coba cek lagi dok krim arusa nya dulu kan gc ada sekarang ada plis cek lagi dokkkkkk,Positif
jd haki itu sprti luffy kan?,Netral
semangat doktif,Positif
dok kalo kezia udah di aprov blm?,Positif
aku masih pakek smpe sekarang tapi masih gak papa,Netral
"banyak yg pakai imd kak sudah bpom tapi lama"" jadi hitamdokter",Netral
"dok, coba review retinolnya the empress",Positif
drw scincare dok,Positif
sehat selalu ya doktif,Positif
banyak krem beredar di tiktok,Positif
tak percaya lagi,Negatif
dok krimnya gak mengandung steroid ya? soalnya aku berhenti ngalamin dermatitis,Positif
dok kalau boleh tau pakai lipastik apa? warnanya bagus banget,Positif
iya dok kemarin di penjual nya klarifikasi kalo prodak nya bulan langsung dari tarim tapi kayak dari siapa gitu dok gak tau lupa juga sama klarifikasi nya,Positif
dok coba produk nya byzoe,Positif
dok cek donk vz skincare samarinda,Positif
benaran sudah kerjasama dengan bpom duok?,Positif
"alhamdulillah sy pakai skin tarim, saya putih sampai sekarang amann",Netral
"maju terus pahlawan negara,,,,",Positif
astrid glow tolong di review dok.,Positif
siap dok terima kasih,Positif
zienvi dok,Positif
booster apa udah bpom ka?,Positif
dok rivew scincare charismalux plisss,Positif
gloglowing dokk,Positif
"dok, coolkin astaxanthin high potency aman gak ya? udah beli tapi pas di cek gak ada bpom & logo halalnya, jd blm di konsumsi.",Positif
"mau nanya dok, saya beli skincare yg udah dokter approve bpom, tapi waktu barangnya dateng ternyata saya cek belum ada logo halal di produknya dok",Positif
dok stk cosmetic apakah aman dok untuk di gunakan ?,Positif
dok sav glow aman ga yah?,Positif
dok review cream chalones dok,Positif
kalo tabita gimana dok,Positif
maksih dok info nya,Positif
begini kan lbh cerdas bu...setelah ada bukti2 jelas dari bpom anda boleh jugde owner skincarenya dgn menunjukan bukti2 dari bpom kan lbh teredukasi ke masyarakat,Positif
skrg kalo riview beda dr kmrn kenapa dok? ada apa,Positif
dok tolong dns skincare cek uji lab nya,Positif
coba cek shenox skincare dok disini banyak yang pakai itu,Positif
udah ketauan la jualan cream jg,Positif
bosen,Negatif
dok review brand brijjoy dok soal nya minim informasi nih produk .,Positif
dok cek hb dosting noera doong butuh review,Positif
dok review amorgia skin,Positif
high purity arbutin aman ngak ya,Positif
review glowshpoy dok,Positif
dokter cuma bisa menghancurkan kan usaha org,Negatif
dok tolong info body lotion untuk kulit sensitif yg aman donk...makasih dookk,Positif
semangat terus dalam kebaikan ya dok,Positif
udah ga percsya dokpeng,Negatif
"dah mulai lunak ya ga dor...dor lg...pernah lihat produk ono ga ada na
 lebih percaya bpom",Netral
"ngomel mulu, alih alih melindungi masyarakat, tapi masyarakat nggak peduli",Negatif
mk skin nya kakak,Positif
"review brand2 legend lagi dok, kayak fanbo dan sariayu",Positif
"assalamualaikum dok coba review produk lokal viera, yg mois, katanya kandungan nya ceramaid 7x ada glutathione nya juga dok",Positif
dok coba refyu pijen,Positif
dok tolong review il skin,Positif
"dok review rhi
 yg ngak ada bpom nya , lagi viral tu",Positif
"dok serius mau nnya , aha whitening body serum itu aman tdk dok, bls dok",Positif
:dok spil skincare k' joel plisss,Positif
semangat terus dookkk,Positif
ya ampun ngomong terus,Negatif
semangat doktie mengedokasi kami yawwww,Positif
dok cobak cek gelow gelow wing,Positif
"wsp dok, katanya sih bpom",Positif
review moist madame gie yang pink dok,Positif
pantauan lagi ma cat warriors.... review sma kaya codebluuu menjatuhkan keuntungan usaha orang lain dgan keuntungan sebanyak2nya,Negatif
ngak percaya lagi aku,Negatif
buk g2g approve ga??,Positif
bner dok aku pake itu awalnya mulus tapi pas udah lepas jadi dermatitis parah,Positif
tapi saudara suami di mekkah tau dan pakai itu,Netral
lanjut dok...semangat,Positif
hampir mau beli,Netral
dokk review hb gloglowingg donk,Positif
"hii dok, dok reakuuest review body lotion rck botol dok lagi viral aman ga yaa",Positif
dok coba review retinolnya the empress,Positif
semangattt dok,Positif
sabun omaira dok,Positif
dok coba review retinol nya the empress dok..,Positif
dok gmn byzoe dok aman ga ya? mksh dokter sudah mengedukasi,Positif
dok coba cek cemille,Positif
setuju banget,Positif
dok reviee produk yesicca dok iklannya rame banget dok,Positif
coba cek retinol nya the empress dok,Positif
terus suarakan kbnran bu dokter walau ta mudah melawan arus,Positif
"kmaren mau beli ini, tapi stelah nonton ini gak jadi. makasi ya dok",Positif
dokter review amr glow plis,Positif
kalo pemutih badan yg diminum bener gasih ampuh ?,Netral
dok skincare animet aman gak,Positif
doktif tolong review serum glow bomb,Positif
terselamatkan lagi jutaaan rakyat indo,Positif
"nah lebih gini ini dok.. konsultasi ke bpom, tidak perlu menyatakan aproval dokter.. lebih cocok tidak di ijinkan oleh bpom yg memang sudah legal hukumnya .. begini aja dok",Positif
sunscreen implora dok,Positif
a udaha gold dok,Positif
dok tolong riview skincer claira,Positif
review wardah dok,Positif
pernah hampir beli karena penasaran,Netral
semangat doktiy,Positif
dokpeng agak laen,Negatif
bmg dok coba,Positif
dok zienvi dong dok,Positif
aha dong kak,Positif
trimksih,Positif
yuk cek skincare,Positif
"dok,facetology sunscreen tinted dong",Positif
"hallo semuanya ini ada produk terbaru no abal abal, yuk cek bodycare dan skincarenya",Positif
dok tolong hb triyen dong dok,Positif
dok coba cek onlyou dong ragu soal nya,Positif
dok cek ini dok beneran gak,Positif
cantik banget sih dok,Positif
haduhh jualanya pake agama taunya ne pu,Positif
dok ripiu clorismen dong,Positif
dok kalau produk skincarenya pakai stiker salahkah? tapi produknya dari dokter kulit.,Positif
"mungakin dsini ada yg pro dan kontra.aku tim netral.sini kumpul.tapi aku berterimakasih banget sm doktif, jd kita tau produk yg bener2 bpom tanpa mrkr&haku. (meskipun seller bilang bpom)",Positif
dokter lg kasih edukasi malah dikatain ganggu lah hobi nyinyir lah. dimana lagi kalo bukan di indoooo,Positif
"dok mercury yg namanya a-udaha di shop toktok,sop*e,laz**a masih bnyak terjual ribuan..tolong dong dok laporin ke bpom",Positif
masih juga gx lku punya dokpeng y?,Negatif
"makasih infonya dok, sgt membantu untuk pilih2 skincare yg baik yg tidak over claim dan tidak berbahaya, srhat selalu dok, selamat menjalankan ibadah puasa",Positif
dok review yessica hijau dong yg bentuke apel,Positif
dok reaku review produk skincare harika skin beauty dong aku pengguna lama pengen tau kandungannya,Positif
dok review produk t2t hwi,Positif
"aku masi make, gmna dong",Netral
haku tu merkuri ke?,Netral
"dok, ada produk hidroakuuinon terang2an dijual di tt sering masuk flash sale",Positif
dokterdetektif retinol mois g2g gimana dok,Positif
"maju terus dok, aaku selalu dukung ko",Positif
dok review merk ahw pliss,Positif
dok aman gak ini dok,Positif
padahal baru kemarin beli,Netral
dokter tapi ga ada etika,Negatif
glo glowing dok,Positif
riviuw gloglowing dong dok,Positif
dokter detektif coba review skincare yp,Positif
review produk glowsicha dok,Positif
"bener2 dok kalau tidak ada dokter masyarakat banyak yg tdk tau..
 ini udah masuk pelanggaran relabelling .
 banyak banget pasal buat para mafia skincare ya dok ampun ..",Positif
dokter apa si ini,Negatif
satu lg dok krim arab yg sring d campurkan ke hb .dermovate,Netral
dok tolong cek produk kojiesan dong mulai dari sabun badan sampai hbny jga,Positif
dok review produk nunaca plis,Positif
serum chiera booster dong dokk,Positif
"dokter kenapa menyalahkan aturan untuk mengspill hasil uji lab , itukan tidak boleh kalau laporan tersebut harus di laporkan ke bpom , belum tentu barang tsb steril!",Negatif
sehat selalu dok,Positif
dok review day cream gbee glow beauty,Positif
"dokter, tolong riview skincare focalskin dong dok yg brightening 3 in 1 nya sama serum brighteningnya",Positif
semangat terus doktif,Positif
dok tolong review ls skincare,Positif
"dok coba deh cek produk hb nya triyen,dia udah bpom katanya dok tapi banyak korban yang di cuekin kalau di live juga banyak kali alasannya sampai akun ku yang pertama pun di blok",Positif
review gloglowing dok,Positif
sehat selalu dok...dok menyelamatkan kmi smua warga indonesia.. terimakasih,Positif
semangat dokter cantik,Positif
khusus buat yg mainin pertamax di oplos pertalite .. suruh mereka pakek cream merkuri .. suruh mereka pakek hydrokuinon .. suruh merekaaa pakek barang mix2 an ..,Positif
"dok,,spill byzoe dong",Positif
dok cb di cek donk dok pny dr.leo yg mousturizer nya warna hijau dok,Positif
"alhamdulillah, untung di kasih tau dokter, saya pernah pakai tapi ragu",Positif
"terserah mau ngejelasin gimnpun, kta semua udah tau sifat eluuu ,bner"" muakkk",Positif
hayo loh siapa yang masih pakek cream ini,Netral
dok riview sabun pepaya juga,Positif
"dok
 dr. leo dong bener gak?
 soalnya kyknya bgus banget produk nya",Netral
coba skincare glowglowing,Positif
"aneh yg bilang julid..gibah...wooyyyyy klu lu,emak lu,adik lu make yg ada mekuri...trus muka nya rusak,gimna?udah untung di kasih pencerahan mana yg aman mana yg g..ntar klu udah rusak,,tolongggg pemerintah..!kampret",Netral
dbi sunscreen cream dan dbi night cream amankah dok?,Positif
dokter kok dia aja pling benar,Positif
"dok, sdm konoha gak suka edukasi begini, yg mereka suka edukasi tepu tepu. mereka suka dengan produk yg di bikin di atlantis, steam cell ikan paus sperma, blueberry hutan, mengakudu putih. pokoknya produk ter ter yg di dapatkan dari baca ribuan jurnal. nah yg begitu yg mereka suka. kalo konten begini pada kepanasan",Positif
prodak bagus koar koar sesama jualan produkmu kalow bagus boleng mu sudah hilang pikir aja netijen sama otak otak kalian..,Positif
dok sabun arab dok nelpamara,Positif
julid gmn nong..d kasih arahan biar pinter malah ngenyel loh,Netral
dok zayora dong,Positif
